1.097063981469984073e+00,-2.073335014697586409e+00,1.269933688139938788e+00,9.843749048031146254e-01,1.568466329243421553e+00,3.283514670986828587e+00,2.652873983743169184e+00,2.532475216403242690e+00,2.217515005964642238e+00,2.255746885296270765e+00,2.489733926737621061e+00,-5.652650590684630272e-01,2.833030865855181268e+00,2.487577556961103387e+00,-2.140016466689532160e-01,1.316861568395948368e+00,7.240261580803586394e-01,6.608199414286064499e-01,1.148756667186176639e+00,9.070830809973360331e-01,1.886689625179278407e+00,-1.359293473764085158e+00,2.303600623622561461e+00,2.001237489329920738e+00,1.307686271071543560e+00,2.616665023512604549e+00,2.109526346572255573e+00,2.296076127561789360e+00,2.750622244124957039e+00,1.937014612378176404e+00,1.000000000000000000e+00
1.829820607546449374e+00,-3.536324082438046523e-01,1.685954710550897628e+00,1.908708254236593627e+00,-8.269624468508485204e-01,-4.870716725758932331e-01,-2.384585519876898652e-02,5.481441558908357603e-01,1.392363299462737788e-03,-8.686524574634638673e-01,4.992546006760574251e-01,-8.762436030602540615e-01,2.633269658427760396e-01,7.424019483418793364e-01,-6.053508469797805880e-01,-6.929262695890704427e-01,-4.407800577847939549e-01,2.601620674590055526e-01,-8.054503802819916736e-01,-9.944374032027442079e-02,1.805927438479430380e+00,-3.692032217294107244e-01,1.535125992343437940e+00,1.890488988528990832e+00,-3.756119566608035476e-01,-4.304442186927926461e-01,-1.467489683154703517e-01,1.087084295170028359e+00,-2.438896675666770431e-01,2.811899865404722809e-01,1.000000000000000000e+00
1.579888114931221388e+00,4.561869517642010985e-01,1.566503129858642041e+00,1.558883632758692350e+00,9.422104400684490066e-01,1.052925544341611230e+00,1.363478451569918537e+00,2.037230755700809137e+00,9.396848166189866181e-01,-3.980079103689862507e-01,1.228675945729624353e+00,-7.800833765050327884e-01,8.509283007136533294e-01,1.181336055653446904e+00,-2.970050119818970491e-01,8.149735042940166041e-01,2.130764345824367190e-01,1.424827466285619515e+00,2.370355353748190008e-01,2.935594041175300650e-01,1.511870245879984198e+00,-2.397438384889927568e-02,1.347475210286907421e+00,1.456284548880901086e+00,5.274074050914451250e-01,1.082932166945336894e+00,8.549739441841197607e-01,1.955000346131367861e+00,1.152255000066969792e+00,2.013912093916666868e-01,1.000000000000000000e+00
-7.689092872596178241e-01,2.537321117621994526e-01,-5.926871666544722972e-01,-7.644637923250273692e-01,3.283553480279424619e+00,3.402908991274550043e+00,1.915897180056997939e+00,1.451707356849494257e+00,2.867382930831860577e+00,4.910919285019039293e+00,3.263734407153159878e-01,-1.104090440232938786e-01,2.865934045444871181e-01,-2.883781482770144122e-01,6.897016600113298201e-01,2.744280405496542841e+00,8.195183841461614049e-01,1.115007005037871091e+00,4.732680372580089667e+00,2.047510877416950592e+00,-2.814644639166407059e-01,1.339840938605798004e-01,-2.499393042673330456e-01,-5.500212283270549118e-01,3.394274699198096990e+00,3.893397434599500606e+00,1.989588258389833220e+00,2.175786008218024481e+00,6.046041349536009690e+00,4.935010337204809971e+00,1.000000000000000000e+00
1.750296632623421722e+00,-1.151816432619511277e+00,1.776573151076056511e+00,1.826229278440990811e+00,2.803718299176257700e-01,5.393404523102999226e-01,1.371011434231106163e+00,1.428492772754067719e+00,-9.560466894928400586e-03,-5.624499810405514388e-01,1.270542781962288093e+00,-7.902437023297355090e-01,1.273189411619178646e+00,1.190356756605714716e+00,1.483067159789667855e+00,-4.851987993480830902e-02,8.284707803398301262e-01,1.144204744841323729e+00,-3.610922722145706865e-01,4.993281342177854354e-01,1.298575239980385376e+00,-1.466770376123111674e+00,1.338539458760405587e+00,1.220724245590034451e+00,2.205561656610691978e-01,-3.133945108502471100e-01,6.131787584083565612e-01,7.292592566157914957e-01,-8.683529835650408701e-01,-3.970996192243703704e-01,1.000000000000000000e+00
-4.763746652213394217e-01,-8.353353034209805017e-01,-3.871480674633157038e-01,-5.056504544836532000e-01,2.237421483589414617e+00,1.244335486390181655e+00,8.663015959315473191e-01,8.246556464496943573e-01,1.005401797785334450e+00,1.890005038457788000e+00,-2.550702935159041007e-01,-5.926616519172147601e-01,-3.213041853640531964e-01,-2.892582166626015416e-01,1.563467021771529353e-01,4.455436486466033963e-01,1.600251978792129881e-01,-6.912355365771127857e-02,1.341188073483045862e-01,4.868458399286154648e-01,-1.654982471168588432e-01,-3.138363326353664773e-01,-1.150094562171612989e-01,-2.443202078622660478e-01,2.048512834839165020e+00,1.721616442347053022e+00,1.263243196357084708e+00,9.058877862851167917e-01,1.754069387505807320e+00,2.241801608432639981e+00,1.000000000000000000e+00
1.170907672469938321e+00,1.606494267038083013e-01,1.138125047376070453e+00,1.095294906735132079e+00,-1.231362259485218325e-01,8.829524233446171821e-02,3.000723992322910094e-01,6.469351082080400106e-01,-6.432461786688509209e-02,-7.623321531499519521e-01,1.498830707345172875e-01,-8.049398878976088412e-01,1.554102927156899017e-01,2.986274649095828626e-01,-9.090298260966147570e-01,-6.515680104091786662e-01,-3.101413874031058171e-01,-2.280890259209538140e-01,-8.296660809941127646e-01,-6.112178061762409964e-01,1.368983300180252938e+00,3.228828919461426694e-01,1.368325297182077183e+00,1.275219539634936394e+00,5.186402268220055012e-01,2.121498004746460997e-02,5.095522502187438407e-01,1.196715796344092198e+00,2.624756637998715281e-01,-1.473047871968023032e-02,1.000000000000000000e+00
-1.185167780677166272e-01,3.584501324528897026e-01,-7.286683964196735697e-02,-2.189649110285928624e-01,1.604049050219272354e+00,1.140102349631059386e+00,6.102574945060957462e-02,2.819502582632775756e-01,1.403354628181552544e+00,1.660353181140604928e+00,6.436230014783468345e-01,2.905609572730059043e-01,4.900509855317919938e-01,2.337224214725341642e-01,5.880308711741900618e-01,2.689327040405782854e-01,-2.325539537246412714e-01,4.353485062797220473e-01,-6.880042318282046931e-01,6.116687828203147825e-01,1.637629755825210642e-01,4.010479118436169887e-01,9.944858041887288946e-02,2.885942744669418164e-02,1.447961123382571547e+00,7.247855065358091986e-01,-2.105385190029203032e-02,6.241957346573131504e-01,4.776404851153694953e-01,1.726434506013273751e+00,1.000000000000000000e+00
-3.201668573368215420e-01,5.888297779724089853e-01,-1.840803802864811878e-01,-3.842072728811625204e-01,2.201838762613563816e+00,1.684009808719570067e+00,1.219096283897159516e+00,1.150691583078796487e+00,1.965599911493640661e+00,1.572461729574767153e+00,-3.568500160815180622e-01,-3.898180042026159198e-01,-2.277433999465334480e-01,-3.524031233284761200e-01,-4.366773415647220991e-01,5.332902255552928183e-01,1.205683405811905501e-01,7.524304870380495169e-02,1.074815365649716692e-01,-1.736319908542975979e-02,-1.613565965168667349e-01,8.228133317070718267e-01,-3.160910863648128122e-02,-2.483634070978556485e-01,1.662756990983835337e+00,1.818309679260460276e+00,1.280034528702624019e+00,1.391616242875761467e+00,2.389857167783933534e+00,1.288649548044135562e+00,1.000000000000000000e+00
-4.735345232598023313e-01,1.105438680046481270e+00,-3.294817871291231826e-01,-5.090633776200231830e-01,1.582699417633761430e+00,2.563358453378347335e+00,1.738872087519093057e+00,9.417603262199569780e-01,7.972980240918998707e-01,2.783095594691287644e+00,-3.882501432560161447e-01,6.933453024665745534e-01,-4.094196340641509946e-01,-3.607637729915535996e-01,3.600848981581675212e-02,2.609586615464732695e+00,1.509847601746858059e+00,4.093949597877637459e-01,-3.211363660395709085e-01,2.377346047724713696e+00,-2.441896085167108987e-01,2.443109056665131895e+00,-2.862780271417721956e-01,-2.974091717382674194e-01,2.320295361191782479e+00,5.112877271198195572e+00,3.995432845152661727e+00,1.620015203655061242e+00,2.370443800447196381e+00,6.846856039728262289e+00,1.000000000000000000e+00
